link,url,latitude,longitude,isNotObservatory,Type
"Royal Observatory, Edinburgh","/wiki/Royal_Observatory,_Edinburgh",55.92306,-3.18778,FALSE,Visible
Roque de los Muchachos Observatory,/wiki/Roque_de_los_Muchachos_Observatory,28.7636,-17.8947,FALSE,Visible
La Palma,/wiki/La_Palma,28.667,-17.867,TRUE,
Canary Islands,/wiki/Canary_Islands,28.1,-15.4,TRUE,
Rosemary Hill Observatory,/wiki/Rosemary_Hill_Observatory,29.4001,-82.5862,FALSE,Visible
Rozhen Observatory,/wiki/Rozhen_Observatory,41.6925,24.73806,FALSE,Visible
Rutherford Observatory,/wiki/Rutherford_Observatory,40.81,-73.9614,FALSE,Visible
Stockholm Observatory,/wiki/Stockholm_Observatory,59.34167,18.05472,FALSE,Visible
Strasbourg Observatory,/wiki/Observatory_of_Strasbourg,48.58333,7.76806,FALSE,Visible
Sankt Andreasberg Observatory,/wiki/Sankt_Andreasberg_Observatory,51.73184,10.52605,FALSE,Visible
Irkutsk,/wiki/Irkutsk,52.283,104.283,TRUE,
SFA Observatory,/wiki/SFA_Observatory,31.7599,-94.661,FALSE,Visible
Sagamore Hill Radio Observatory,/wiki/Sagamore_Hill_Radio_Observatory,42.6323,-70.8201,FALSE,Visible
Shattuck Observatory,/wiki/Shattuck_Observatory,43.705,-72.28528,FALSE,Visible
Shamakhi Astrophysical Observatory,/wiki/Shamakhi_Astrophysical_Observatory,40.77222,48.58444,FALSE,Visible
Shamakhi,/wiki/Shamakhi,40.63028,48.64139,TRUE,
Azerbaijan,/wiki/Azerbaijan,40.417,49.833,TRUE,
Shanghai Astronomical Observatory,/wiki/Shanghai_Astronomical_Observatory,31.19028,121.42944,FALSE,Visible
Sherzer Observatory,/wiki/Sherzer_Observatory,42.155,-83.372856,FALSE,Visible
Siding Spring Observatory,/wiki/Siding_Spring_Observatory,-31.27333,149.06444,FALSE,Visible
Siding Spring,/wiki/Siding_Spring_Observatory,-31.27333,149.06444,FALSE,Visible
Sidmouth Observatory,/wiki/Lockyer_Observatory_and_Planetarium,50.68803,-3.219835,FALSE,Solar
Sidmouth,/wiki/Sidmouth,50.68,-3.239,TRUE,
Sierra Nevada Observatory,/wiki/Sierra_Nevada_Observatory,37.064219,-3.3847,FALSE,Visible
Sierra Nevada,"/wiki/Sierra_Nevada,_Spain",37.05,-3.3,FALSE,Visible
Silesian Planetarium and Astronomical Observatory,/wiki/Silesian_Planetarium,50.2904694,18.9914694,FALSE,Visible
Chorzów,/wiki/Chorz%C3%B3w,50.3,18.95,TRUE,
Simeiz Observatory,/wiki/Simeiz_Observatory,44.4180389,33.9974,FALSE,Visible
Simeiz,/wiki/Simeiz,44.40583,33.99,TRUE,
Skalnaté Pleso Observatory,/wiki/Skalnat%C3%A9_Pleso_Observatory,49.18938056,20.23381944,FALSE,Visible
Slovakia,/wiki/Slovakia,48.667,19.5,TRUE,
Greece,/wiki/Greece,37.967,23.717,TRUE,
Smith Observatory,/wiki/Smith_Observatory,42.505,-89.03167,FALSE,Visible
Smithsonian Astrophysical Observatory,/wiki/Smithsonian_Astrophysical_Observatory,34.217,-118.933,FALSE,Visible
"Cambridge, Massachusetts","/wiki/Cambridge,_Massachusetts",42.37361,-71.11056,TRUE,
Sobaeksan,/wiki/Sobaeksan,36.96,128.48472,FALSE,Visible
Sola Fide Observatory,/wiki/Sola_Fide_Observatory,43.618959,-92.987294,FALSE,Visible
"Austin, Minnesota","/wiki/Austin,_Minnesota",43.667,-92.967,TRUE,
Solar Space Telescope,/wiki/Space_program_of_China#List_of_projects,-7,117.55,FALSE,Visible
Sommers–Bausch Observatory,/wiki/Sommers%E2%80%93Bausch_Observatory,40.003722,-105.2625,FALSE,Visible
"Boulder, Colorado","/wiki/Boulder,_Colorado",40.027435,-105.251945,FALSE,Visible
Sonnenborgh Observatory,/wiki/Sonnenborgh_Observatory,52.08667,5.13,FALSE,Visible
Utrecht,/wiki/Utrecht_(city),52.083,5.117,TRUE,
Sonoma State Observatory,/wiki/Sonoma_State_Observatory,38.33667,-122.6675,FALSE,Visible
South African Astronomical Observatory,/wiki/South_African_Astronomical_Observatory,-33.9347,18.4776,FALSE,Visible
"Observatory, Cape Town","/wiki/Observatory,_Cape_Town",-33.93778,18.47083,FALSE,Visible
South Africa,/wiki/South_Africa,-30,25,TRUE,
"Sutherland, Northern Cape","/wiki/Sutherland,_Northern_Cape",-32.39361,20.66139,FALSE,Visible
South Africa,/wiki/South_Africa,-30,25,TRUE,
Southern Astrophysical Research Telescope (SOAR),/wiki/Southern_Astrophysical_Research_Telescope,-30.238,-70.73372,FALSE,Visible
Cerro Pachón,/wiki/Cerro_Pach%C3%B3n,-30.240722,-70.736583,FALSE,Visible
Chile,/wiki/Chile,-30,-71,TRUE,
South Pole Telescope,/wiki/South_Pole_Telescope,-90,0,FALSE,Radio
Antarctica,/wiki/Antarctica,-69.35778,-2.24722,TRUE,
Space Hard X-Ray Modulation Telescope,/wiki/Space_program_of_China#List_of_projects,-7,117.55,FALSE,Visible
Spanish National Observatory,/wiki/Spanish_National_Observatory,40.411,-3.678,FALSE,Visible
Special Astrophysical Observatory of the Russian Academy of Sciences,/wiki/Special_Astrophysical_Observatory_of_the_Russian_Academy_of_Science,43.646825,41.440447,FALSE,Visible
Zelenchukskaya,/wiki/Zelenchukskaya,43.85,41.6,TRUE,
Arkhyz,/wiki/Arkhyz,43.565,41.278889,TRUE,
Caucasus Mountains,/wiki/Caucasus_Mountains,43.355,42.44194,TRUE,
Sperry Observatory,/wiki/Sperry_Observatory,40.66639,-74.32333,FALSE,Visible
"Cranford, New Jersey","/wiki/Cranford,_New_Jersey",40.656391,-74.30483,TRUE,
Springfield Observatory,/wiki/Springfield_Science_Museum,42.10361,-72.58528,FALSE,Visible
Sproul Observatory,/wiki/Sproul_Observatory,39.90361,-75.35528,FALSE,Visible
Stardome Observatory,/wiki/Stardome_Observatory,-36.9059778,174.7767361,FALSE,Visible
Starkenburg Observatory,/wiki/Starkenburg_Observatory,49.64806,8.65306,FALSE,Visible
Heppenheim,/wiki/Heppenheim,49.64306,8.63889,TRUE,
Štefánik's Observatory,/wiki/%C5%A0tef%C3%A1nik%27s_Observatory,50.081194,14.398222,FALSE,Visible
Steward Observatory,/wiki/Steward_Observatory,32.2333,-110.949,FALSE,Visible
MMT Observatory,/wiki/MMT_Observatory,31.6883,-110.885,FALSE,Visible
Mount Graham International Observatory,/wiki/Mount_Graham_International_Observatory,32.7013028,-109.8920139,FALSE,Visible
Mount Lemmon Observatory,/wiki/Mount_Lemmon_Observatory,32.442,-110.7893,FALSE,Visible
"Tucson, Arizona","/wiki/Tucson,_Arizona",32.22167,-110.92639,TRUE,
Stjerneborg,/wiki/Stjerneborg,55.9068,12.6967,FALSE,Visible
Hven,/wiki/Hven,55.9,12.7,TRUE,
Stockholm Observatory,/wiki/Stockholm_Observatory,59.34167,18.05472,FALSE,Visible
Stockholm,/wiki/Stockholm,59.32944,18.06861,TRUE,
Stokesville Observatory,/wiki/Stokesville_Observatory,38.352361,-79.15194,FALSE,Visible
Stonyhurst Observatory,/wiki/Stonyhurst_Observatory,53.8,-2.5,FALSE,Visible
Strasbourg Observatory,/wiki/Observatory_of_Strasbourg,48.58333,7.76806,FALSE,Visible
Strasbourg,/wiki/Strasbourg,48.58,7.75,TRUE,
Stratospheric Observatory for Infrared Astronomy,/wiki/Stratospheric_Observatory_for_Infrared_Astronomy,34.923,-117.885,FALSE,Visible
Stull Observatory,/wiki/Stull_Observatory,42.25,-77.783,FALSE,Visible
Stuttgart Observatory,/wiki/Stuttgart_Observatory,48.875,9.59667,FALSE,Visible
Stuttgart,/wiki/Stuttgart,48.783,9.183,TRUE,
Submillimeter Array,/wiki/Submillimeter_Array,19.8243,-155.478,FALSE,Microwave
Mauna Kea,/wiki/Mauna_Kea,19.82066408,-155.4680664,TRUE,
Hawaii,/wiki/Hawaii,21.31139,-157.79639,TRUE,
Sudbury Neutrino Observatory,/wiki/Sudbury_Neutrino_Observatory,46.475,-81.20111,FALSE,Neutrino
Sudbury,/wiki/Greater_Sudbury,46.49,-81.01,TRUE,
Sunriver Observatory,/wiki/Sunriver_Observatory,43.8851,-121.4476,FALSE,Visible
"Sunriver, Oregon","/wiki/Sunriver,_Oregon",43.8841694,-121.4375,TRUE,
Sydney Observatory,/wiki/Sydney_Observatory,-33.859574,151.204576,FALSE,Visible
"Sydney, Australia","/wiki/Sydney,_Australia",-33.865,151.20944,TRUE,
Table Mountain Observatory,/wiki/Table_Mountain_Observatory,34.382,-117.6818,FALSE,Visible
Angeles National Forest,/wiki/Angeles_National_Forest,34.333,-118.133,TRUE,
Tacubaya,/wiki/Tacubaya,19.4016398,-99.1883337,FALSE,Visible
Mexico City,/wiki/Mexico_City,19.433,-99.133,TRUE,
Taeduk Radio Astronomy Observatory,/wiki/Taeduk_Radio_Astronomy_Observatory,36.397586,127.375208,FALSE,Radio
Tamke-Allan Observatory,/wiki/Tamke-Allan_Observatory,35.8325,-84.61783,FALSE,Visible
Tartu Observatory,/wiki/Tartu_Observatory,58.26583,26.46611,FALSE,Visible
Teide Observatory,/wiki/Teide_Observatory,28.3,-16.5097,FALSE,Visible
Tenerife,/wiki/Tenerife,28.26861,-16.60556,FALSE,Visible
Canary Islands,/wiki/Canary_Islands,28.1,-15.4,TRUE,
Ten Acre Observatory,/wiki/Ten_Acre_Observatory,35.0886,-97.1207,FALSE,Visible
Thai National Observatory,/wiki/Thai_National_Observatory,18.590549,98.486546,FALSE,Visible
The Heights Observatory,/wiki/The_Heights_Observatory,-34.812439,138.682356,FALSE,Visible
The Heights School,/wiki/The_Heights_School_(Australia),-34.8107711,138.683153,TRUE,
Texas A&M Astronomical Observatory,/wiki/Texas_A%26M_Astronomical_Observatory,30.5727167,-96.36665,FALSE,Visible
Theodore Jacobsen Observatory,/wiki/Theodore_Jacobsen_Observatory,47.660432,-122.3092,FALSE,Visible
Thompson Observatory,/wiki/Thompson_Observatory,42.505,-89.03167,FALSE,Visible
Tuorla Observatory,/wiki/Tuorla_Observatory,60.41583,22.44333,FALSE,Visible
Trieste Observatory,/wiki/Trieste_Observatory,45.6448,13.774,FALSE,Visible
Trieste,/wiki/Trieste,45.633,13.8,TRUE,
Turin Observatory,/wiki/Turin_Observatory,45.041292,7.765135,FALSE,Visible
Pino Torinese,/wiki/Pino_Torinese,45.0434889,7.7725556,TRUE,
Uraniborg,/wiki/Uraniborg,55.90778,12.69611,FALSE,Visible
,/wiki/File:Old_University_of_Alabama_Observatory_02.jpg,33.211111,-87.549167,TRUE,
,/wiki/File:Old_University_of_Alabama_Observatory_02.jpg,33.211111,-87.549167,TRUE,
Old University of Alabama Observatory,/wiki/Old_University_of_Alabama_Observatory,33.21104,-87.55014,FALSE,Visible
University of Illinois Observatory,/wiki/University_of_Illinois_Observatory,40.10525,-88.226139,FALSE,Visible
Udaipur Solar Observatory,/wiki/Udaipur_Solar_Observatory,24.6045889,73.6741889,FALSE,Solar
"Udaipur, Rajasthan","/wiki/Udaipur,_Rajasthan",24.58,73.68,TRUE,
"Ukrainian T-shaped Radio telescope, second modification","/wiki/Ukrainian_T-shaped_Radio_telescope,_second_modification",49.6381,36.9361,FALSE,Radio
Ulugh Beg Observatory,/wiki/Ulugh_Beg_Observatory,39.675,67.005,FALSE,Visible
Samarkand,/wiki/Samarkand,39.7,66.983,TRUE,
University of Alabama Observatory,/wiki/University_of_Alabama_Observatory,33.209682,-87.543886,FALSE,Visible
"Tuscaloosa, Alabama","/wiki/Tuscaloosa,_Alabama",33.20667,-87.53472,TRUE,
University of Alabama Observatory (Old),/wiki/Old_University_of_Alabama_Observatory,33.21104,-87.55014,FALSE,Visible
"Tuscaloosa, Alabama","/wiki/Tuscaloosa,_Alabama",33.20667,-87.53472,TRUE,
University of North Alabama Observatory,/wiki/UNA_Observatory,34.809278,-87.6825,FALSE,Visible
University of Illinois Astronomical Observatory,/wiki/University_of_Illinois_Observatory,40.10525,-88.226139,FALSE,Visible
University of London Observatory,/wiki/University_of_London_Observatory,51.6134,-0.242,FALSE,Visible
University of Maryland Observatory,/wiki/University_of_Maryland_Observatory,39.00167,-76.95667,FALSE,Visible
University of New Hampshire Observatory,/wiki/University_of_New_Hampshire_Observatory,43.1465,-70.9438,FALSE,Visible
University of Oklahoma Observatory,/wiki/University_of_Oklahoma_Observatory,35.2025,-97.444056,FALSE,Visible
Uppsala Astronomical Observatory,/wiki/Uppsala_Astronomical_Observatory,59.837417,17.647833,FALSE,Visible
Urania (Vienna),/wiki/Urania_(Vienna),48.21167,16.38361,TRUE,
Urania Observatory (Zürich),/wiki/Urania_Observatory_(Z%C3%BCrich),47.3744,8.5395,FALSE,Visible
Uraniborg,/wiki/Uraniborg,55.90778,12.69611,FALSE,Visible
Hven,/wiki/Hven,55.9,12.7,TRUE,
Urumqi Astronomical Observatory,/wiki/Urumqi_Astronomical_Observatory,43.47,87.18,FALSE,Visible
Urumqi,/wiki/Urumqi,43.825,87.6,FALSE,Visible
U.S. Naval Observatory (USNO),/wiki/United_States_Naval_Observatory,38.921473,-77.066946,FALSE,Visible
"Depot of Charts and Instruments (U.S. Navy) (precursor, renamed to USNO)",/wiki/United_States_Naval_Observatory#History,38.921473,-77.066946,TRUE,
U.S. Naval Observatory (Flagstaff Station),/wiki/United_States_Naval_Observatory_Flagstaff_Station,35.18417,-111.74028,FALSE,Visible
"Washington, D.C.","/wiki/Washington,_D.C.",38.90472,-77.01639,TRUE,
"Washington, D.C.","/wiki/Washington,_D.C.",38.90472,-77.01639,TRUE,
"Flagstaff, Arizona","/wiki/Flagstaff,_Arizona",35.19917,-111.63111,TRUE,
Very Large Array,/wiki/Very_Large_Array,34.0787492,-107.6177275,FALSE,Visible
Valongo Observatory,/wiki/Valongo_Observatory,-22.9,-43.19,FALSE,Visible
Kavalur,/wiki/Kavalur,12.57802,78.81318,FALSE,Visible
Aosta Valley,/wiki/Aosta_Valley,45.74694,7.43917,TRUE,
Van Vleck Observatory,/wiki/Van_Vleck_Observatory,41.555,-72.65917,FALSE,Visible
Vanderbilt University Observatory,/wiki/Vanderbilt_University_Observatory,36.0524,-86.8053,FALSE,Visible
Vartiovuori Observatory,/wiki/Vartiovuori_Observatory,60.44861,22.27667,FALSE,Visible
Vassar College Observatory,/wiki/Vassar_College_Observatory,41.688285,-73.89331,FALSE,Visible
"Poughkeepsie, New York","/wiki/Poughkeepsie_(town),_New_York",41.67111,-73.90694,FALSE,Visible
Vatican Observatory,/wiki/Vatican_Observatory,41.74722222,12.65055556,FALSE,Visible
Vatican Advanced Technology Telescope,/wiki/Vatican_Advanced_Technology_Telescope,32.7013278,-109.8923722,FALSE,Visible
Castel Gandolfo,/wiki/Castel_Gandolfo,41.7467472,12.6505861,FALSE,Visible
Mount Graham,/wiki/Mount_Graham,32.70165781,-109.871391,FALSE,Visible
Veen Observatory,/wiki/Veen_Observatory,42.90444,-85.40361,FALSE,Visible
Vega–Bray Observatory,/wiki/Vega%E2%80%93Bray_Observatory,31.94083,-110.2575,FALSE,Visible
Ventspils Starptautiskais Radioastronomijas Centrs,/wiki/Ventspils_Starptautiskais_Radioastronomijas_Centrs,57.553493,21.854916,FALSE,Radio
Very Large Array,/wiki/Very_Large_Array,34.0787492,-107.6177275,FALSE,Radio
"Socorro, New Mexico","/wiki/Socorro,_New_Mexico",34.06167,-106.89944,TRUE,
Very Long Baseline Array,/wiki/Very_Long_Baseline_Array,34.07883,-107.61831,FALSE,Radio
Vienna Observatory,/wiki/Vienna_Observatory,48.2318833,16.3337472,FALSE,Visible
Vilnius University Observatory,/wiki/Vilnius_University_Observatory,54.683111,25.2865,FALSE,Visible
Vilnius University,/wiki/Vilnius_University,54.6825,25.28722,TRUE,
Lithuania,/wiki/Lithuania,54.683,25.317,FALSE,Visible
Višnjan Observatory,/wiki/Vi%C5%A1njan_Observatory,45.2775,13.72611,FALSE,Visible
Višnjan,/wiki/Vi%C5%A1njan,45.2775,13.72611,TRUE,
Vsetín Observatory,/wiki/Observatory_Vset%C3%ADn,49.34425,17.9962806,FALSE,Visible
Williams Observatory,/wiki/Williams_Observatory,35.24415,-81.67095,FALSE,Visible
Warner Observatory,/wiki/Warner_Observatory,43.15361,-77.59,FALSE,Visible
Warner and Swasey Observatory,/wiki/Warner_and_Swasey_Observatory,41.53611,-81.568472,FALSE,Visible
Warren Rupp Observatory,/wiki/Warren_Rupp_Observatory,40.6378,-82.4364,FALSE,Visible
Washburn Observatory,/wiki/Washburn_Observatory,43.0764667,-89.4089,FALSE,Visible
Weaver Student Observatory,/wiki/Weaver_Student_Observatory,36.66167,-121.80833,FALSE,Visible
Weitkamp Observatory,/wiki/Weitkamp_Observatory,40.125746,-82.9372662,FALSE,Visible
West Mountain Observatory,/wiki/West_Mountain_Observatory,40.08741,-111.82604,FALSE,Visible
West Mountain (Utah),/wiki/West_Mountain_(Utah),40.05541007,-111.8295097,TRUE,
Whitin Observatory,/wiki/Whitin_Observatory,42.295,-71.303,FALSE,Visible
Widener University Observatory,/wiki/Widener_University_Observatory,39.86222,-75.35833,FALSE,Visible
"Chester, Pennsylvania","/wiki/Chester,_Pennsylvania",39.84722,-75.37278,FALSE,Visible
Wilder Observatory,/wiki/Wilder_Observatory,42.36575,-72.52417,FALSE,Visible
Willard L. Eccles Observatory,/wiki/Willard_L._Eccles_Observatory,38.5217,-113.2863,FALSE,Visible
William Brydone Jack Observatory,/wiki/William_Brydone_Jack_Observatory,45.94806,-66.64056,FALSE,Visible
Williams Observatory,/wiki/Williams_Observatory,35.24415,-81.67095,FALSE,Visible
Winer Observatory,/wiki/Winer_Observatory,31.6655778,-110.6017833,FALSE,Visible
Winfree Observatory,/wiki/Winfree_Observatory,37.439556,-79.173111,FALSE,Visible
Wise Observatory,/wiki/Wise_Observatory,30.59583,34.76333,FALSE,Visible
Witte Observatory,/wiki/Witte_Observatory,40.9552,-91.2219,FALSE,Visible
WIYN Observatory,/wiki/WIYN_Observatory,31.9575,-111.601,FALSE,Visible
Kitt Peak,/wiki/Kitt_Peak,31.96491923,-111.5992791,FALSE,Visible
Wyoming Infrared Observatory,/wiki/Wyoming_Infrared_Observatory,41.097,-105.977,FALSE,Visible
Xinglong Station (NAOC),/wiki/Xinglong_Station_(NAOC),40.39417,117.575,FALSE,Visible
Xinjiang Astronomical Observatory,/wiki/Xinjiang_Astronomical_Observatory,43.47,87.18,FALSE,Visible
Urumqi,/wiki/Urumqi,43.825,87.6,TRUE,
,/wiki/File:Yerkes_40_inch_Refractor_Telescope-2006.jpg,42.57028,-88.55611,TRUE,
,/wiki/File:Yerkes_40_inch_Refractor_Telescope-2006.jpg,42.57028,-88.55611,TRUE,
Yerkes Observatory,/wiki/Yerkes_Observatory,42.57027778,-88.55611111,FALSE,Visible
Yale Student Observatory,/wiki/Yale_Student_Observatory,41.321,-72.922,FALSE,Visible
Yangbajing,/wiki/Yangbajing,30.083,90.55,TRUE,
Yantra Mandir,/wiki/Yantra_Mandir_(Delhi),28.624,77.215938,TRUE,
New Delhi,/wiki/New_Delhi,28.61389,77.20889,TRUE,
Delhi,/wiki/Delhi,28.61,77.23,TRUE,
Yerkes Observatory,/wiki/Yerkes_Observatory,42.57027778,-88.55611111,FALSE,Visible
"Williams Bay, Wisconsin","/wiki/Williams_Bay,_Wisconsin",42.57417,-88.54361,TRUE,
York University Observatory,/wiki/York_University_Observatory,43.7739,-79.5073,FALSE,Visible
Yuba City Astronomical Observatory,/wiki/Yuba_City_Astronomical_Observatory,39.11465,-121.634125,FALSE,Visible
"Yuba City, California","/wiki/Yuba_City,_California",39.13472,-121.62611,TRUE,
Yunnan Astronomical Observatory,/wiki/Yunnan_Astronomical_Observatory,25.033,102.783,FALSE,Visible
Kunming,/wiki/Kunming,25.067,102.683,TRUE,
Yunnan,/wiki/Yunnan,25.05,101.867,TRUE,
Zimmerwald Observatory,/wiki/Zimmerwald_Observatory,46.87667,7.465,FALSE,Visible
Zimmerwald,/wiki/Zimmerwald,46.883,7.467,TRUE,
